Soil Temperature,N,P,K,Moisture,Humidity,Ambient Temperature
32.9,207,39,55,110,23.9,37.9
33.1,208,39,55,110,23.6,38.1
33.4,207,39,55,110,23.6,38.4
33.9,206,39,55,110,23.3,38.9
33.9,208,39,55,111,22.9,38.9
34.2,208,39,55,111,24.3,39.2
34.6,207,39,55,110,22.7,39.6
34.8,207,39,55,111,22.1,39.8
34.4,207,39,55,111,22.5,39.4
33.3,207,39,55,111,23.3,38.3
32.6,208,39,55,111,24.2,37.6
32.8,208,39,55,111,24.3,37.8
33.1,207,39,55,111,24.7,38.1
33.3,207,39,55,111,23.5,38.3
33.6,207,39,55,110,23.1,38.6
33.8,209,39,55,110,23.3,38.8
33.9,208,39,55,110,23.4,38.9
34,207,39,55,111,24.5,39
34.3,206,39,55,110,23.2,39.3
34.6,204,39,55,110,22.9,39.6
34.4,204,39,55,110,22.8,39.4
34.3,204,39,55,110,22.6,39.3
34,204,39,55,110,22.8,39
33.7,204,39,55,110,22.9,38.7
33.7,204,39,55,110,23.6,38.7
33.7,204,39,55,110,23.2,38.7
33.6,204,39,55,111,23.2,38.6
33.7,204,39,55,110,23.3,38.7
33.2,204,39,55,110,23.1,38.2
32.9,204,39,55,110,23.5,37.9
32.6,203,39,55,110,23.9,37.6
32.5,204,39,55,110,24.2,37.5
32.5,204,39,55,111,23.9,37.5
32.7,201,39,55,110,24,37.7
32.7,203,39,55,110,23.8,37.7
32,203,39,55,110,24.9,37
32.2,203,39,55,111,25.5,37.2
32.4,203,39,55,110,24.3,37.4
32.9,201,39,55,110,24.1,37.9
32.9,203,39,55,110,24.1,37.9
33.1,203,39,55,110,24.6,38.1
33.3,204,39,55,110,24.7,38.3
33.3,204,39,55,110,23.1,38.3
33.2,203,39,55,110,23.3,38.2
33.3,204,39,55,110,23.3,38.3
33.3,204,39,55,111,23.6,38.3
33.5,204,39,55,110,23.3,38.5
33.5,203,39,55,110,22.9,38.5
33.7,203,39,55,110,22.9,38.7
33.7,203,39,55,111,23,38.7
34,204,39,55,110,22.8,39
34.3,204,39,55,110,22.1,39.3
34.2,205,39,55,110,22,39.2
34.2,204,39,55,110,22,39.2
34.1,204,39,55,110,22.5,39.1
34,203,39,55,110,22.4,39
34.1,204,39,55,110,22.3,39.1
34.2,203,39,55,110,22.4,39.2
34.2,203,39,55,110,21.5,39.2
34.2,203,39,55,110,21.8,39.2
34.2,203,39,55,110,21.8,39.2
34.1,204,39,55,110,22,39.1
34.2,204,39,55,110,21.3,39.2
34.2,203,39,55,110,21.8,39.2
34.4,204,39,55,110,21.9,39.4
34.6,203,39,55,111,22.1,39.6
34.7,204,39,55,110,22.1,39.7
34.8,201,39,55,110,20.6,39.8
34.8,201,39,55,110,20.9,39.8
34.8,203,39,55,110,21.3,39.8
35,204,39,55,110,21.7,40
35.1,202,39,55,110,22,40.1
35.2,201,39,55,110,20.4,40.2
34.8,201,39,55,110,20.9,39.8
34.8,196,39,55,110,21.7,39.8
34.8,196,39,55,110,21.9,39.8
34.7,197,39,55,110,20.6,39.7
34.6,197,39,55,110,21,39.6
34.4,198,39,55,110,21.1,39.4
33.9,198,39,55,110,21,38.9
33.3,199,39,55,110,21.7,38.3
32.8,199,39,55,110,22.7,37.8
32.2,199,39,55,110,23.3,37.2
32,199,39,55,110,23.5,37
31.9,199,39,55,110,23.4,36.9
32,199,39,55,110,23.9,37
31.9,200,39,55,110,24,36.9
32,198,39,55,110,23.5,37
32.3,200,39,55,110,23.5,37.3
32,199,39,55,110,23.5,37
32,200,39,55,110,23.4,37
32,202,39,55,110,23.7,37
31.9,202,39,55,110,23.7,36.9
31.6,201,39,55,110,23.6,36.6
31.7,207,39,55,110,24.6,36.7
32.1,206,39,55,110,24,37.1
31.9,206,39,55,110,23.8,36.9
31.5,207,39,55,110,24,36.5
31.7,208,39,55,110,24,36.7
31.8,208,39,55,110,24.3,36.8
31.8,208,39,55,110,23.8,36.8
31.7,207,39,55,110,24.1,36.7
30.9,208,39,55,110,24.7,35.9
30.5,207,39,55,110,25.8,35.5
30.8,209,39,55,110,26.3,35.8
31.2,208,39,55,110,25,36.2
31.5,208,39,55,110,24.8,36.5
31.8,208,39,55,110,24,36.8
32,209,39,55,110,23.9,37
32.4,207,39,55,110,23.4,37.4
32.6,208,39,55,110,23.3,37.6
32.5,207,39,55,110,23.2,37.5
32.3,208,39,55,110,23.3,37.3
32.4,208,39,55,110,23.5,37.4
32.6,208,39,55,110,23.7,37.6
32.8,208,39,55,110,23.1,37.8
33.1,209,39,55,110,22.6,38.1
33.5,207,39,55,110,22.5,38.5
33.8,208,39,55,110,23.4,38.8
34.4,210,39,55,110,22.4,39.4
34.6,208,39,55,110,22,39.6
34.4,208,39,55,110,20.8,39.4
33.9,207,39,55,110,20.6,38.9
33.7,209,39,55,110,22.4,38.7
33.7,207,39,55,110,21.7,38.7
33.9,207,39,55,110,22.1,38.9
33.8,207,39,55,110,22.3,38.8
33.7,208,39,55,110,22.2,38.7
33.5,208,39,55,110,22.2,38.5
33.2,208,39,55,110,22.2,38.2
32.7,209,39,55,110,22.6,37.7
32.3,209,39,55,110,22.8,37.3
32,208,39,55,110,23.6,37
31.8,208,39,55,110,23.4,36.8
31.5,209,39,55,110,24,36.5
31.7,208,39,55,110,24.1,36.7
32,208,39,55,110,23.8,37
32.4,209,39,55,110,23.7,37.4
32.6,208,39,55,110,23.6,37.6
32.6,210,39,55,110,23.2,37.6
32.5,208,39,55,110,22.6,37.5
32.7,208,39,55,110,22.6,37.7
32.8,209,39,55,110,22.7,37.8
32.6,210,39,55,110,22.6,37.6
32.6,210,39,55,110,22.8,37.6
32.8,210,39,55,110,22.9,37.8
33,210,39,55,110,22.3,38
33.3,210,39,55,110,22.3,38.3
33.5,210,39,55,110,23.2,38.5
32.6,210,39,55,109,22,37.6
32.5,210,39,55,110,23.3,37.5
32.6,210,39,55,110,23.9,37.6
32.8,209,39,55,110,23.8,37.8
32.7,210,39,55,110,23.8,37.7
33,210,39,55,110,22.8,38
33.3,210,39,55,110,22.6,38.3
33.6,210,39,55,110,23,38.6
33.9,210,39,55,110,22.1,38.9
34.1,210,39,55,110,21.4,39.1
34.3,210,39,55,110,20.7,39.3
34.4,210,39,55,110,21.9,39.4
34.6,210,39,55,110,21.4,39.6
34.7,210,39,55,110,21.4,39.7
34.8,210,39,55,109,22.5,39.8
34.6,210,39,55,110,20.8,39.6
34.1,210,39,55,110,21.4,39.1
33.7,210,39,55,110,21.3,38.7
33.6,210,39,55,110,22.3,38.6
33.6,210,39,55,110,21.7,38.6
33.4,210,39,55,110,21.8,38.4
33.3,210,39,55,110,22.2,38.3
33,211,39,55,110,22.8,38
32.9,211,39,55,110,22.9,37.9
32.6,210,39,55,110,22.7,37.6
32.3,210,39,55,110,22.7,37.3
32.2,212,39,55,110,22.9,37.2
32.2,211,39,55,110,23,37.2
32.1,212,39,55,110,23.6,37.1
32,210,39,55,110,23.4,37
32,211,39,55,110,23.3,37
32.1,210,39,55,110,23.6,37.1
32.3,211,39,55,109,23.6,37.3
32.5,211,39,55,110,23.6,37.5
32.7,211,39,55,110,23,37.7
32.7,210,39,55,110,23.2,37.7
32.7,212,39,55,110,22.7,37.7
32.6,211,39,54,110,22.9,37.6
32.5,211,39,55,110,22.7,37.5
32.5,210,39,55,110,22.9,37.5
32.2,212,39,55,110,23.7,37.2
31.9,210,39,55,110,24,36.9
32,210,39,55,110,23.4,37
32.2,212,39,55,110,23.9,37.2
32,211,39,55,110,23.9,37
32.2,210,39,54,110,23.5,37.2
32.2,211,39,55,110,23.2,37.2
32.4,211,39,55,110,23.2,37.4
32.6,211,39,55,110,23.4,37.6
32.9,212,39,55,110,23.1,37.9
33.1,212,39,55,110,22.6,38.1
32.6,211,39,55,110,22.8,37.6
31.3,211,39,55,110,23.9,36.3
31.3,211,39,55,110,25.4,36.3
31.5,211,39,54,110,24,36.5
31.5,211,39,55,110,23.8,36.5
31.5,212,39,55,110,24.1,36.5
31.5,211,39,55,110,24.1,36.5
31.2,211,39,55,110,24.3,36.2
31.3,212,39,55,110,25.7,36.3
31.8,211,39,54,110,24.3,36.8
32,212,39,55,110,24.2,37
31.9,211,39,55,110,23.7,36.9
31.2,212,39,55,110,23.7,36.2
30.6,211,39,55,110,24.5,35.6
30.6,211,39,55,110,25.9,35.6
30.9,212,39,55,110,24.6,35.9
31.2,211,39,55,110,25.8,36.2
31.7,211,39,55,110,26.2,36.7
32.2,210,39,55,110,25.6,37.2
32.8,210,39,55,110,24.4,37.8
33.2,210,39,55,110,23.6,38.2
33.5,209,39,55,110,22.4,38.5
33.9,210,39,55,110,21.6,38.9
34.2,210,39,55,110,22.6,39.2
34.4,210,39,55,110,22.3,39.4
34.6,210,39,55,110,20.8,39.6
34.8,210,39,55,110,20.7,39.8
34.9,210,39,55,110,20.5,39.9
34.9,210,39,55,110,21.7,39.9
33.8,210,39,55,110,21.4,38.8
32.3,210,39,55,110,23.2,37.3
31.9,210,39,55,110,23.6,36.9
31.9,209,39,55,110,24.1,36.9
31.9,210,39,55,110,23.9,36.9
32,210,39,55,110,23.8,37
32,210,39,55,110,23.8,37
32.1,210,39,55,110,24.2,37.1
32.1,210,39,55,110,23.8,37.1
32.2,210,39,55,110,24.2,37.2
32.2,209,39,55,110,24,37.2
32.2,210,39,55,110,24,37.2
32.4,210,39,55,110,23.8,37.4
32.7,210,39,55,110,23.8,37.7
32.9,210,39,55,110,23.3,37.9
33,211,39,55,110,22.8,38
32.9,210,39,55,110,22.8,37.9
32.9,210,39,55,110,22.7,37.9
32.9,210,39,55,110,23,37.9
33,210,39,55,110,22.6,38
33.2,210,39,55,110,22.6,38.2
33.2,210,39,55,110,22.9,38.2
33.1,210,39,55,110,23.1,38.1
33.1,207,39,55,110,23.7,38.1
33.3,207,39,55,110,23.4,38.3
33.5,207,39,55,110,22.4,38.5
33.4,206,39,55,110,22.5,38.4
33.4,206,39,55,110,22.5,38.4
33.6,207,39,55,110,22.4,38.6
33.7,206,39,55,110,21.7,38.7
33.9,206,39,54,109,22,38.9
33.9,206,39,55,110,21.9,38.9
33.9,207,39,55,110,22.1,38.9
34,203,39,55,110,21.9,39
33.8,207,39,55,110,21.5,38.8
33.5,206,39,55,110,21.5,38.5
33.2,205,39,55,109,21.5,38.2
33.1,203,39,55,109,21.7,38.1
33.2,202,39,55,110,22.2,38.2
33.1,196,39,55,110,22.5,38.1
33,198,39,55,110,22.4,38
33,198,39,55,110,22.6,38
32.9,199,39,54,109,22.8,37.9
32.9,198,39,55,109,22.3,37.9
32.4,198,39,55,110,22.7,37.4
31.7,198,39,55,110,23.3,36.7
30.7,199,39,54,110,23.6,35.7
29.7,199,39,55,110,24.8,34.7
29.4,199,39,55,110,25.7,34.4
29,199,39,55,110,27.1,34
28.9,196,39,55,109,28.6,33.9
28.8,199,39,55,110,27.5,33.8
28.9,198,39,54,110,27.3,33.9
29.1,199,39,55,110,28.2,34.1
29.6,199,39,55,110,27.5,34.6
30.1,199,39,55,110,27.2,35.1
30.6,199,39,54,109,25.9,35.6
31,200,39,54,109,24.3,36
31.3,201,39,54,109,24.1,36.3
31.3,200,39,55,110,24.1,36.3
31.5,199,39,55,109,23.6,36.5
31.7,202,39,55,110,24.2,36.7
32,200,39,54,110,23.9,37
32.2,199,39,54,110,23.4,37.2
32.3,199,39,55,110,23.2,37.3
32.4,199,39,55,109,23.4,37.4
32.3,199,39,54,110,23.1,37.3
32.1,199,39,54,109,22.7,37.1
32,200,39,54,109,23,37
31.9,198,39,55,109,22.8,36.9
32,199,39,54,110,23.2,37
31.8,199,39,54,109,23.6,36.8
31.7,199,39,54,109,23.7,36.7
31.7,200,39,54,109,23.3,36.7
31.8,200,39,55,110,23.5,36.8
31.7,200,39,54,109,23,36.7
31.4,199,39,54,109,23.4,36.4
31.5,201,39,55,109,23.5,36.5
31.9,200,39,54,109,23.7,36.9
32,201,39,54,109,23.9,37
32.2,199,39,54,109,23.6,37.2
32.6,202,39,54,110,23.2,37.6
32.7,201,39,54,109,22.8,37.7
32.8,200,39,54,109,22.4,37.8
32.9,200,39,55,109,21.9,37.9
33.1,201,39,54,109,22.6,38.1
33.2,200,39,54,109,23.5,38.2
33.1,200,39,54,109,23.1,38.1
33,201,39,54,109,23.8,38
33.1,202,39,54,109,22.7,38.1
32.2,200,39,54,109,22.8,37.2
31.5,198,39,54,110,23.3,36.5
31.4,199,39,54,110,23.8,36.4
31.2,200,39,54,109,23.8,36.2
30.4,200,39,54,109,24.5,35.4
30.4,200,39,54,109,24.8,35.4
30.6,201,39,54,109,24.7,35.6
30.8,200,39,54,109,24.5,35.8
31.1,199,39,54,109,26,36.1
31.5,199,39,54,109,25.1,36.5
31.6,200,39,54,109,24.1,36.6
31.1,200,39,54,109,24.2,36.1
29.9,201,39,54,109,24.7,34.9
29.8,199,39,54,109,26.8,34.8
30,200,39,54,109,26.4,35
29.8,200,39,54,109,25.5,34.8
29.5,202,39,54,109,25.9,34.5
29.7,202,39,54,109,26.4,34.7
29.7,201,39,54,109,26.2,34.7
29.9,201,39,54,109,26.5,34.9
29.4,201,39,54,109,25.5,34.4
28.9,200,39,54,109,26.7,33.9
28.3,200,39,54,109,26.7,33.3
27.9,201,39,54,109,27.6,32.9
27.7,202,39,54,109,27.8,32.7
27.5,201,39,54,109,27.8,32.5
27.9,201,39,54,109,29.9,32.9
28,197,39,54,109,28.3,33
28.1,201,39,54,109,28.4,33.1
28.3,201,39,54,109,29.5,33.3
28.7,201,39,54,109,28.6,33.7
28.9,202,39,54,109,28.9,33.9
29,200,39,54,109,27.9,34
29.2,201,39,54,109,26.7,34.2
29.6,201,39,54,109,27,34.6
29.9,201,39,54,109,28.2,34.9
30.1,202,39,54,109,27.7,35.1
30,202,39,54,109,25,35
29.5,201,39,54,109,27,34.5
29.5,202,39,54,109,27.1,34.5
29.4,201,39,54,109,26.7,34.4
29.1,203,39,54,109,26.4,34.1
29,202,39,54,109,27.2,34
29.4,201,39,54,109,27.1,34.4
29.5,202,39,54,109,27.5,34.5
29.8,203,39,54,109,27.7,34.8
30.1,199,39,54,109,26.3,35.1
30.1,207,39,54,109,25.4,35.1
30.3,196,39,54,109,25.4,35.3
30.2,196,39,54,109,25.8,35.2
29.9,195,39,54,109,26.2,34.9
29.9,194,39,54,109,26,34.9
30,196,39,54,109,26,35
30,196,39,54,109,26,35
30,195,39,54,109,26.3,35
30,196,38,54,109,26.1,35
30,196,39,54,109,26.8,35
30,196,38,54,109,26.4,35
30,196,39,54,109,25.8,35
30.1,196,38,54,109,26.7,35.1
30.1,188,38,54,109,26.5,35.1
30.1,196,39,54,109,26,35.1
30.2,196,39,54,109,25.6,35.2
30.3,196,38,54,109,26.2,35.3
30.4,194,39,54,109,26.6,35.4
30.6,196,39,54,109,26.6,35.6
30.8,196,38,54,108,25.6,35.8
30.8,196,39,54,109,24.9,35.8
30.9,196,39,54,109,25.4,35.9
31,196,39,54,109,24.6,36
31.1,196,38,54,109,25.1,36.1
31.1,197,39,54,109,24.7,36.1
31,194,39,54,109,24.5,36
30.8,196,38,54,109,24.4,35.8
30.6,198,38,54,108,24.5,35.6
30.5,196,38,54,108,24.6,35.5
30.3,196,38,54,109,24.9,35.3
30.2,197,38,54,108,25.1,35.2
30.2,196,38,54,109,25,35.2
30.2,196,38,54,109,25.3,35.2
30.3,196,38,54,108,25.2,35.3
30.3,196,38,54,108,25.9,35.3
30.3,196,38,54,108,26.2,35.3
30.2,196,38,54,109,25.8,35.2
30.1,196,38,54,108,26.5,35.1
30.1,196,38,54,109,25.9,35.1
30.1,196,38,54,109,26.1,35.1
30.3,194,38,54,109,25.4,35.3
30.3,196,38,54,109,24.9,35.3
30.4,196,38,54,108,25,35.4
30.5,196,38,54,108,26.1,35.5
30.4,190,38,54,108,25.3,35.4
30.5,196,38,54,108,25.6,35.5
30.5,196,38,54,109,25.5,35.5
30.4,196,38,54,109,25.5,35.4
30.3,196,38,54,108,25.9,35.3
30.3,196,38,54,109,25.8,35.3
30.3,194,38,54,108,26,35.3
30.3,196,38,54,108,27.1,35.3
30.4,196,38,54,109,27.8,35.4
30.5,197,38,54,108,25.5,35.5
30.6,196,38,54,108,25.4,35.6
30.6,196,38,54,108,25.7,35.6
30.7,196,38,54,109,26.1,35.7
30.6,196,38,54,108,25.5,35.6
30.6,197,38,54,108,25.2,35.6
30.1,196,38,54,108,25.3,35.1
29.1,196,38,54,109,26.8,34.1
28.8,196,38,54,108,27.9,33.8
28.8,196,38,54,109,28.5,33.8
28.8,195,38,54,108,28.2,33.8
28.6,197,38,54,109,27.6,33.6
28.4,196,38,54,108,27.9,33.4
28.5,196,38,54,108,27.7,33.5
28.6,198,38,54,108,28.5,33.6
28.7,197,38,54,108,29,33.7
28.4,199,38,54,109,28.6,33.4
28,197,38,54,108,27.8,33
28,193,38,54,108,28.9,33
27.6,197,38,54,108,28.8,32.6
27.3,197,38,54,108,29,32.3
27.3,196,38,54,108,30.5,32.3
27.2,197,38,54,108,30.2,32.2
27.1,196,38,54,108,29.7,32.1
27.2,197,38,54,108,31.2,32.2
27.1,197,38,54,108,30.8,32.1
27.2,197,38,54,108,30.9,32.2
27.1,196,38,54,108,31.1,32.1
27.1,197,38,54,108,31.4,32.1
27.3,196,38,54,108,30.8,32.3
27.6,199,38,54,108,30.6,32.6
27.9,197,38,54,108,29.8,32.9
28,196,38,54,108,29.7,33
28.2,197,38,54,108,29.9,33.2
28.1,196,38,54,108,29.7,33.1
28.1,196,38,54,108,29.5,33.1
28.1,197,38,54,108,29.5,33.1
28.1,196,38,54,108,29.3,33.1
28.2,196,38,54,108,29.7,33.2
28.4,196,38,54,108,30.7,33.4
28.6,196,38,54,108,30.6,33.6
28.7,196,38,54,108,30.9,33.7
28.8,196,38,54,108,29.9,33.8
29,196,38,54,108,30.9,34
29.1,196,38,54,108,30.2,34.1
29.3,196,38,54,108,29.8,34.3
29.2,196,38,54,108,30.3,34.2
28.8,196,38,54,108,28.9,33.8
28.7,195,38,54,108,28.5,33.7
28.6,194,38,54,108,28.7,33.6
28.6,192,38,54,108,28.6,33.6
28.5,191,38,54,108,28.6,33.5
28.6,190,38,54,108,29.3,33.6
28.6,192,38,54,108,28.6,33.6
28.5,191,38,54,107,28.7,33.5
28.5,195,38,54,108,29,33.5
28.4,196,38,54,108,29.3,33.4
28.4,193,38,54,108,29.5,33.4
28.4,198,38,54,107,29.2,33.4
28.4,199,38,54,108,28.7,33.4
28.4,200,38,54,108,29.3,33.4
28.4,201,38,54,108,29.6,33.4
28.5,200,38,54,108,29.9,33.5
28.5,202,38,54,108,29.3,33.5
28.5,202,38,54,108,28.7,33.5
28.4,201,38,54,108,28.9,33.4
28.2,202,38,54,108,29.2,33.2
27.8,202,38,54,108,29.8,32.8
27.8,202,38,54,108,30,32.8
27.9,202,38,54,108,30.1,32.9
27.9,202,38,54,107,30.3,32.9
27.9,202,38,54,108,30.1,32.9
27.8,201,38,54,108,29.9,32.8
27.9,204,38,54,108,29.8,32.9
28,205,38,53,108,29.8,33
28.1,205,38,54,107,29.8,33.1
28.1,204,38,54,108,31.7,33.1
28.2,204,38,54,108,31,33.2
28.2,201,38,54,108,30.4,33.2
28.2,204,38,54,107,30.5,33.2
28.1,205,38,54,108,29.5,33.1
28.1,203,38,54,108,30.2,33.1
28,204,38,54,108,29.8,33
27.9,203,38,54,107,30.4,32.9
27.7,203,38,53,108,30.4,32.7
27.6,203,38,53,107,30.7,32.6
27.5,201,38,54,108,30.8,32.5
27.5,200,38,54,108,31.3,32.5
27.5,203,38,53,108,30.8,32.5
27.6,203,38,53,107,30.4,32.6
27.7,204,38,53,107,31.1,32.7
27.6,204,38,54,108,30.8,32.6
27.4,204,38,54,108,31.9,32.4
27,204,38,53,107,32.1,32
26.7,203,38,53,107,32.9,31.7
26.7,204,38,54,108,32.4,31.7
26.7,204,38,53,108,32.7,31.7
26.7,204,38,54,108,32.5,31.7
26.9,199,38,53,108,32.7,31.9
27,201,38,53,107,32.9,32
27.2,201,38,53,107,32.7,32.2
27.3,201,38,53,107,32.1,32.3
27.5,201,38,53,107,32.7,32.5
27.5,201,38,53,107,32.1,32.5
27.7,201,38,53,107,31.8,32.7
27.7,204,38,53,107,31.9,32.7
27.8,204,38,53,107,31.8,32.8
27.8,201,38,53,108,31.2,32.8
27.8,204,38,53,107,30.7,32.8
27.9,204,38,53,107,31.3,32.9
27.9,204,38,54,108,30.4,32.9
28,204,38,53,107,30.6,33
28,204,38,53,108,30.8,33
27.9,205,38,53,107,31.6,32.9
27.9,197,38,53,107,30.7,32.9
27.8,204,38,53,107,30.4,32.8
27.7,204,38,53,107,30.6,32.7
27.7,204,38,53,107,31.3,32.7
27.7,204,38,53,107,31.8,32.7
27.7,204,38,53,107,31.6,32.7
27.5,201,38,53,107,31.6,32.5
27.5,205,38,53,107,31.1,32.5
27.3,204,38,53,107,30.9,32.3
27.2,204,38,53,107,31.2,32.2
27.1,205,38,53,107,31.2,32.1
27.1,205,38,54,107,31.6,32.1
27.1,204,38,53,107,32,32.1
27,204,38,53,107,31.7,32
27,203,38,53,107,32.4,32
26.9,204,38,53,107,32.3,31.9
26.9,204,38,53,107,32.3,31.9
26.9,206,38,53,107,32.4,31.9
26.9,201,38,53,107,32.3,31.9
26.8,204,38,53,107,33.2,31.8
26.8,204,38,53,107,32.8,31.8
26.7,204,38,53,107,32.7,31.7
26.7,205,38,53,107,32.9,31.7
26.7,203,38,53,107,33,31.7
26.5,206,38,53,107,33.5,31.5
26.4,204,38,53,107,33.4,31.4
26.3,205,38,53,107,33.7,31.3
26,205,38,53,107,33.5,31
25.9,206,38,53,107,34.1,30.9
26,206,38,53,107,34,31
26,203,38,53,107,34.3,31
26,206,38,53,107,34,31
25.9,206,38,53,107,34.2,30.9
25.9,206,38,53,107,34.4,30.9
25.9,206,38,53,107,34.5,30.9
25.7,207,38,53,107,35.4,30.7
25.5,207,38,53,107,34.7,30.5
25.5,206,38,53,107,34.5,30.5
25.5,206,38,53,107,35.1,30.5
25.6,206,38,53,107,35.8,30.6
25.6,206,38,53,107,35.5,30.6
25.7,207,38,53,107,35.8,30.7
25.8,206,38,53,107,35.2,30.8
25.9,207,38,53,107,35.9,30.9
25.9,207,38,53,107,37.8,30.9
25.9,207,38,53,107,37.4,30.9
26,207,38,53,107,39.6,31
26,207,38,53,107,38.1,31
26,207,38,53,107,37.4,31
26,208,38,53,107,37.3,31
26.1,206,38,53,107,38.5,31.1
26,207,38,53,107,39,31
26,207,38,53,107,39.1,31
25.9,207,38,53,107,39.6,30.9
25.7,207,38,53,107,37.8,30.7
25.6,207,38,53,107,36.4,30.6
25.6,208,38,53,107,37,30.6
25.5,208,38,53,107,38.3,30.5
25.5,207,38,53,107,37.5,30.5
25.4,208,38,53,107,37.3,30.4
25.4,207,38,53,107,36.4,30.4
25.4,208,38,53,107,36.9,30.4
25.5,208,38,53,107,40.5,30.5
25.4,207,38,53,107,39.9,30.4
25.3,207,38,53,107,41.8,30.3
25.2,208,38,53,107,40.6,30.2
25.2,207,38,53,107,40.1,30.2
25.2,207,38,53,107,40.8,30.2
25.2,204,38,53,106,40.5,30.2
25.2,208,38,53,107,39.8,30.2
25.3,207,38,53,107,39.7,30.3
25.4,207,38,53,107,41.5,30.4
25.4,207,38,53,107,40.4,30.4
25.5,207,38,53,107,40.3,30.5
25.5,207,38,53,106,39.9,30.5
25.5,208,38,53,107,40.2,30.5
25.5,207,38,53,107,41.1,30.5
25.5,207,38,53,107,42.9,30.5
25.4,207,38,53,107,43,30.4
25.4,207,38,53,107,43.2,30.4
25.3,207,38,53,107,42.9,30.3
25.2,207,38,53,107,42.9,30.2
25.2,207,38,53,106,42.5,30.2
25.2,208,38,53,106,42.8,30.2
25.2,207,38,53,107,42.3,30.2
25.1,208,38,53,107,42.2,30.1
25.1,208,38,53,106,40.8,30.1
25.1,208,38,53,106,39.7,30.1
25,208,38,53,106,39.5,30
25,207,38,53,106,38.4,30
25,210,38,53,106,38.2,30
25,209,38,53,106,38.3,30
25,210,38,53,106,37.8,30
25,209,38,53,106,38.6,30
25,208,38,53,106,38.6,30
25,210,38,53,106,39.6,30
24.9,208,38,53,106,39.9,29.9
24.9,209,38,53,106,39.6,29.9
24.8,209,38,53,106,38.9,29.8
24.7,209,38,53,106,38.5,29.7
24.6,208,38,53,106,38.2,29.6
24.5,208,38,53,106,38.1,29.5
24.5,207,38,53,106,40.3,29.5
24.4,207,38,53,106,39.2,29.4
24.4,207,38,53,106,39,29.4
24.3,207,38,53,106,39,29.3
24.3,206,38,53,106,39.3,29.3
24.2,207,38,53,106,39.3,29.2
24.2,207,38,53,106,39,29.2
24.1,207,38,53,106,39.1,29.1
24.1,207,38,53,106,39.6,29.1
24,207,38,53,106,39.9,29
24,206,38,53,106,39.3,29
24,207,37,53,106,39.1,29
23.9,206,38,53,106,39.2,28.9
23.9,206,38,53,106,39.5,28.9
23.9,207,38,53,106,40,28.9
23.9,206,38,53,106,40,28.9
23.8,207,38,53,106,40.4,28.8
23.8,206,38,53,106,41.3,28.8
23.7,207,38,53,106,40.8,28.7
23.7,207,38,53,106,41.4,28.7
23.6,206,38,53,106,45.3,28.6
23.5,208,37,53,106,44.6,28.5
23.5,207,38,53,106,45.8,28.5
23.4,207,38,53,106,44.8,28.4
23.3,207,37,53,106,43.7,28.3
23.3,208,38,53,106,43.1,28.3
23.2,208,38,53,106,42.7,28.2
23.2,209,37,53,106,41.9,28.2
23.3,210,37,53,106,42.4,28.3
23.3,208,37,53,106,43,28.3
23.2,209,38,53,106,44.4,28.2
23.1,209,38,53,106,45.3,28.1
23.1,210,38,53,106,46,28.1
23,207,37,53,106,45.4,28
22.9,210,37,53,106,44.7,27.9
22.9,210,38,53,106,44.4,27.9
22.9,211,37,53,106,44.3,27.9
22.9,211,37,53,106,45,27.9
22.9,211,37,53,106,44.4,27.9
22.9,211,37,53,106,44.5,27.9
22.9,214,37,53,106,43.9,27.9
22.9,215,37,53,106,44.9,27.9
22.9,214,37,53,105,44.3,27.9
22.9,214,37,53,106,44,27.9
22.9,215,37,53,106,43.4,27.9
23,215,37,53,106,42.9,28
23,215,37,52,106,43.3,28
23,215,37,53,105,43.5,28
23,216,37,53,106,43.4,28
23,215,37,52,105,43.1,28
23.1,215,37,53,106,44.8,28.1
23,215,37,52,105,44.2,28
22.9,215,37,53,106,44.9,27.9
22.8,215,37,53,106,44.1,27.8
22.8,215,37,53,106,44.1,27.8
22.7,216,37,52,105,45.4,27.7
22.6,215,37,52,106,45.7,27.6
22.6,216,37,52,106,45.3,27.6
22.5,215,37,53,106,45.5,27.5
22.4,215,37,52,105,45.5,27.4
22.4,216,37,52,105,46,27.4
22.3,216,37,52,105,46.8,27.3
22.3,216,37,52,105,46.9,27.3
22.3,216,37,52,105,45.9,27.3
22.3,216,37,52,105,45.4,27.3
22.4,215,37,52,105,45,27.4
22.4,215,37,52,105,44.9,27.4
22.5,216,37,52,106,44.9,27.5
22.5,216,37,52,105,44.9,27.5
22.5,216,37,52,105,44.9,27.5
22.5,215,37,52,105,44.3,27.5
22.5,216,37,52,105,44.3,27.5
22.6,215,37,52,106,44.4,27.6
22.6,216,37,52,105,44.3,27.6
22.6,216,37,52,105,44.6,27.6
22.5,215,37,52,105,44.5,27.5
22.5,215,37,52,105,44.6,27.5
22.5,214,37,52,105,45,27.5
22.5,213,37,52,105,44.6,27.5
22.5,214,37,52,105,44.8,27.5
22.4,213,37,52,105,44.7,27.4
22.4,213,37,52,105,45.1,27.4
22.3,214,37,52,105,45,27.3
22.3,214,37,52,105,45.6,27.3
22.3,213,37,52,105,45.4,27.3
22.3,212,37,52,105,46.1,27.3
22.2,213,37,53,105,46.1,27.2
